"status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value"
"OK",0.0015672787099217,2.95422464300003,0.00913637860947939,"CNTN2",0.00221991261091064
"OK",0.00156886242896308,2.953912963426,0.00904816002967769,"AP4E1",0.00222197722298613
"OK",0.00157914132532286,2.95189699688334,0.00910406143146505,"ARHGEF26",0.00223635547863748
"OK",0.00157981592788102,2.95176510793812,0.00911465185084417,"PPM1L",0.00223713106444735
"OK",0.00158722257220516,2.95032042948323,0.00908244977555946,"SPDL1",0.00224743880684329
"OK",0.00159020035260801,2.94974133958674,0.00882797228461383,"AP001107.4",0.00225147431622166
"OK",0.00159749896591138,2.9483261450686,0.00910000877257815,"GUF1",0.00226162630753986
"OK",0.00160001725606869,2.94783921799386,0.00895931778160726,"AC092119.2",0.00226500956733059
"OK",0.00160709073635305,2.94647524310559,0.00862120352984979,"AC239809.3",0.00227484016439757
"OK",0.00161099480622992,2.94572476495535,0.00899803108063295,"LTB4R",0.00228018323589992
"OK",0.00161801165982511,2.94438007366327,0.0091273686635534,"ANKMY2",0.00228993089311741
"OK",0.00162618490935178,2.94282045661922,0.00909648404203645,"ZNF383",0.00230131347125243
"OK",0.00163493717404001,2.94115825077853,0.00892662739932131,"LINGO1",0.00231351355533219
"OK",0.00163680722653586,2.94080414693891,0.00908585178163246,"TTN-AS1",0.00231597380596077
"OK",0.00163739562532089,2.94069280689509,0.00903935517171571,"AC068338.3",0.00231662035204159
"OK",0.00164206260974404,2.93981098331085,0.00881879610292166,"AL035530.2",0.00232303679630082
"OK",0.00164497105913029,2.93926258779193,0.00901072531831057,"AC007950.2",0.00232696459905708
"OK",0.00164510318619943,2.93923769587681,0.00903540312128279,"WASF1",0.00232696472031404
"OK",0.00165410196438443,2.93754665297399,0.00909807158995713,"ZNF333",0.00233950553116748
"OK",0.00165481725618869,2.93741259570388,0.00900827298117457,"DDX43",0.00234032938815612
"OK",0.00165563794071035,2.93725885113261,0.00907768747623097,"CHUK",0.00234130215287582
"OK",0.00165764035483506,2.93688401599117,0.00897669616502227,"LINC02397",0.00234394575730228
"OK",0.00166168541546536,2.93612807088503,0.0090516549585858,"MPND",0.00234947706007269
"OK",0.00166197490970902,2.93607403418955,0.00894677937902825,"FANCA",0.00234969786071416
"OK",0.00166267741682004,2.93594294057388,0.00909549166899912,"IQSEC2",0.00235050249611901
"OK",0.00166408322052627,2.93568075742794,0.00901957901605703,"TRMT44",0.00235230116269627
"OK",0.00166667051919413,2.93519875165945,0.00853609793814492,"AL359555.4",0.00235576953478971
"OK",0.00166761397820147,2.93502315769335,0.00908124333592753,"AGO1",0.00235691403784141
"OK",0.00167534481537577,2.93358771405787,0.00839213094254959,"CPA1",0.00236765049569905
"OK",0.00167926513438351,2.93286210195615,0.00901243757298604,"ZNF620",0.00237300051826161
"OK",0.00168870571235045,2.93112105469562,0.00895780510064744,"CLN3",0.00238614983713534
"OK",0.00169019842183307,2.93084657851341,0.00909038226740924,"DELE1",0.00238806756898615
"OK",0.00169353082618299,2.93023461871876,0.00892655914821874,"PFKFB2",0.00239245989633282
"OK",0.00169357868732633,2.93022583752976,0.00898163325599685,"SLC25A51",0.00239245989633282
"OK",0.00169675446337913,2.9296436752192,0.00909133152820572,"ALDH16A1",0.00239675408048496
"OK",0.00169763918270119,2.9294816709937,0.00891403609663988,"LINC01411",0.00239781159868102
"OK",0.00170327048133846,2.92845230116136,0.00905620300570806,"MSANTD2",0.00240557266329761
"OK",0.00170385972715724,2.92834476946141,0.00902770245918443,"PHOSPHO2",0.00240621203395241
"OK",0.00170515867326799,2.928107843802,0.00906476422056125,"QSER1",0.0024078534694713
"OK",0.00170871218030373,2.92746052848088,0.00900152402421377,"AL591895.1",0.00241267805091681
"OK",0.00170929004473523,2.92735537918472,0.00888972776818339,"CCDC125",0.00241330062957611
"OK",0.00171002318900902,2.92722202144027,0.00897613337086836,"HARBI1",0.00241414232635632
"OK",0.00171285599907731,2.92670722653421,0.00895018332368304,"EMG1.1",0.00241794787501917
"OK",0.00171678049546452,2.9259953230835,0.00885922470217994,"MICB",0.00242329376624519
"OK",0.0017175438233342,2.92585702755723,0.00897643595688925,"NBPF3",0.00242417706219916
"OK",0.00172395319453753,2.92469801512663,0.00904480990507313,"LYSMD3",0.0024330285214491
"OK",0.00174001327175329,2.92181099290472,0.0068595152043686,"TMEM178B",0.00245549758873385
"OK",0.00174281355287671,2.92131008800429,0.00902972826424321,"ZNF582-AS1",0.00245925240150102
"OK",0.001743798887026,2.92113400892748,0.00901613198446067,"CLBA1",0.00246044577950835
"OK",0.00174944403282618,2.92012696404744,0.00900473414636662,"DHCR7",0.0024682132888076
"OK",0.00175585670717792,2.91898657996681,0.00902102309741782,"RP2",0.00247706233994529
"OK",0.00175847801884214,2.91852151556765,0.00897783028025534,"FAAH",0.00248056176467263
"OK",0.00176249310772562,2.91781039347909,0.00900498670536736,"ATAD3C",0.00248582761404151
"OK",0.0017623891939764,2.91782877930514,0.00896983191260729,"SEMA4F",0.00248582761404151
"OK",0.00176469670455383,2.91742073536513,0.00903779438552636,"KRBOX4",0.00248873639759541
"OK",0.00176681561185623,2.9170464700412,0.00901150355867614,"CDKL5",0.00249152528828858
"OK",0.00177964340587317,2.91478936162555,0.00898611933467259,"CTNS",0.00250941396557072
"OK",0.00178385586614578,2.91405138785087,0.00897784956844756,"PYCR3",0.00251515256653228
"OK",0.001788921048394,2.91316612341494,0.00901240733247403,"GFM2",0.0025220924508678
"OK",0.00180162246695619,2.91095622718089,0.00871727732204439,"ZNF79",0.00253979623511471
"OK",0.00180483833976351,2.91039895194803,0.00894626995606787,"LYSMD1",0.00254412622473623
"OK",0.0018065164500794,2.91010851246103,0.00897753732098784,"PPP1R9B",0.00254628804284966
